Catalog,DataAsset,ColumnHeader,BusinessTerm,Category,Done
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,YM,년월,02-기준정보 >> 기간,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,USE_AMT,당월사용금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,UPDATE_DATE,갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,CREATE_DATE,생성일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,END_LIMIT_AMT,기말한도금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,LIMIT_ADJUST_AMT,한도유예금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,BGN_LIMIT_AMT,기초한도금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,LIMIT_AMT,당월한도금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,UPDATE_BY,갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,LIMIT_RATE,한도율,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,BUY_AMT,매입금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,LIMIT_TYPE,한도유형,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,CREATE_BY,생성자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,AGENCY_CODE,대리점코드,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,SALORGCD,판매조직코드,영업 >> 영업조직,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,SYS_UPD_USER,시스템갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,SYS_UPD_DATE,시스템갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,SYS_INS_USER,시스템입력자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,SYS_INS_DATE,시스템입력일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,CUST_AMT,고객구매금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,LIMIT_ADJUST2,한도조정2금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,LIMIT_ADJUST3,한도조정3금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,CUST_TRANS_AMT,고객구매전환금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,CUST_LIMIT_AMT,변동재원금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,BUY_LIMIT_AMT,고정재원금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,CUST_RATE,변동재원율,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNA50] 대리점 월 한도설정,LIMIT_ADJUST1,한도조정1금액,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,AGENCY_INC_AMT,대리점지급금액,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,AGENCY_AR_ROTDAY,대리점채권회전일수,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,YM,년월,02-기준정보 >> 기간,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,AGENCY_RECEIPT_AMT,대리점입금금액,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,AGENCY_END_AR_AMT,대리점채권잔액,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,SYS_UPD_USER,시스템갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,SALORGCD,판매조직코드,영업 >> 영업조직,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,SYS_INS_USER,시스템입력자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,SYS_UPD_DATE,시스템갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,SYS_INS_DATE,시스템입력일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNAG0] 대리점 월 입금/채권,AGENCY_CODE,대리점코드,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CONSULT_SELL_DATE,카운셀러판매년월일,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,AGENCY_CODE,대리점코드,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CONSULT_CODE,카운셀러코드,영업 >> 방판 영업 >> 카운셀러,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CONSULT_SELL_NO,판매전표번호,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,DEL_YN,삭제여부,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CONSULT_SELL_TYPE,카운셀러판매유형,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CUST_PRICE,소비자가격,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,UNIT_PRICE,단위가격,02-기준정보 >> 상품,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CONSULT_SELL_SEQ,판매전표순번,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,SELL_ADD_TAX,매출부가세액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,SELL_AMT,매출금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,STMT_PRINT_YN,거래명세서발행여부,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,STMT_PRINT_DATE,거래명세서발행일시,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CLAIM_DATE,클레임년월일,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CLAIM_NO,클레임전표번호,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CLAIM_SEQ,클레임전표순번,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,SELL_QTY,매출수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,BW_SEND_YN,BW전송여부,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,SELL_SUPPLY_AMT,매출공급가액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,PROD_CODE,상품코드,02-기준정보 >> 상품,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,PDA_ORDER_NO,스마트주문번호,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,DELETE_DATE,삭제일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CREATE_BY,생성자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,UPDATE_BY,갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CLM_REG_QTY,클레임등록수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,PDA_ORDER_DATE,스마트주문년월일,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,CREATE_DATE,생성일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,PDA_CONSULT_CODE,스마트카운셀러코드,영업 >> 방판 영업 >> 카운셀러,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,PDA_ORDER_ITEM_NO,스마트품목번호,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,DELETE_BY,삭제자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,PDA_AGENCY_CODE,스마트대리점코드,영업 >> 방판 영업 >> 카운셀러,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,TRANSFER_YN,이관여부,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,SALORGCD,판매조직코드,영업 >> 영업조직,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,STMT_PRINT_BY,명세서발행자ID,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,SYS_INS_DATE,시스템입력일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,SYS_INS_USER,시스템입력자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,SYS_UPD_DATE,시스템갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,SYS_UPD_USER,시스템갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,UPDATE_DATE,갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB10] 카운셀러 판매내역,DATA_SOURCE,데이터출처,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,DATE,년월일,02-기준정보 >> 기간,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,AGENCY_CODE,대리점코드,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,CONSULT_CODE,카운셀러코드,영업 >> 방판 영업 >> 카운셀러,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,CONSULT_RECEIPT_NO,카운셀러수금번호,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,CARD_FEE_RATE,카드수수료율,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,RECEIPT_AMT,수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,PROD_AMT,상품대금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,DEPOSIT_AMT,예수금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,CARD_FEE,카드수수료,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,DEL_YN,삭제여부,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,SYS_UPD_DATE,시스템갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,CONSULT_REC_TYPE,카운셀러수금유형,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,NEW_CARD_FEE_RATE,신카드수수료율,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,CREATE_BY,생성자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,UPDATE_BY,갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,DELETE_BY,삭제자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,DELETE_DATE,삭제일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,CREATE_DATE,생성일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,SALORGCD,판매조직코드,영업 >> 영업조직,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,SYS_INS_DATE,시스템입력일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,SYS_INS_USER,시스템입력자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,SYS_UPD_USER,시스템갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB20] 카운셀러 수금내역,UPDATE_DATE,갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,AGENCY_CODE,대리점코드,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,BGN_AR_AMT,기초미수금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,SELL_QTY,매출수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,SELL_AMT,매출금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,RTN_QTY,반품수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,CONSULT_CODE,카운셀러코드,영업 >> 방판 영업 >> 카운셀러,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,RTN_AMT,반품금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,ETC_RECEIPT_AMT,기타수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,CARD_DEPOSIT_AMT,카드예수금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,CASH_DEPOSIT_AMT,현금예수금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,TRANS_IN_AR_AMT,이관입미수금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,CARD_PROD_AMT,카드상품대금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,CASH_PROD_AMT,현금상품대금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,CARD_RECEIPT_AMT,카드수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,CASH_RECEIPT_AMT,현금수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,BGN_CUST_REC_AMT,기초미입력수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,YM,년월,02-기준정보 >> 기간,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,SALORGCD,판매조직코드,영업 >> 영업조직,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,NOW_CUST_REC_AMT,당월수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,END_CUST_REC_AMT,기말미입력수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,TRANS_OUT_CUST_REC_AMT,이관출미입력수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,UPDATE_DATE,갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,EAICHECKFLAG,EAI체크구분,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,TRANS_DEPOSIT_AMT,이체예수금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,TRANS_IN_CUST_REC_AMT,이관입미입력수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,TRANS_PROD_AMT,이체상품대금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,END_AR_AMT,기말미수금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,SYS_UPD_USER,시스템갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,SYS_UPD_DATE,시스템갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,TRANS_OUT_AR_AMT,이관출미수금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,SYS_INS_USER,시스템입력자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,SYS_INS_DATE,시스템입력일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB50] 카운셀러 매출원장,TRANS_RECEIPT_AMT,이체수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,SELL_QTY,매출수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,AGENCY_CODE,대리점코드,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,CONSULT_CODE,카운셀러코드,영업 >> 방판 영업 >> 카운셀러,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,PROD_CODE,상품코드,02-기준정보 >> 상품,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,BGN_NORM_QTY,기초정상수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,BUY_QTY,매입수량,영업 >> 방판 영업 >> 1. 주문/재고,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,RTN_IN_QTY,반품입고수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,DIFF_IN_QTY,실사입고수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,YM,년월,02-기준정보 >> 기간,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,TRANS_IN_QTY,이동입고수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,SYS_UPD_DATE,시스템갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,DIFF_OUT_QTY,실사출고수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,TRANS_OUT_QTY,이동출고수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,END_NORM_QTY,기말정상수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,UPDATE_DATE,갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,SALORGCD,판매조직코드,영업 >> 영업조직,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,SYS_INS_DATE,시스템입력일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,SYS_INS_USER,시스템입력자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,SYS_UPD_USER,시스템갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNB90] 카운셀러 월 재고,RTN_OUT_QTY,반품출고수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SELL_DATE,판매년월일,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,CUST_CODE,고객코드,영업 >> 방판 영업 >> 고객,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SEQ,순서번호,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,CUST_SELL_TYPE,고객매출유형,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,CONSULT_CODE,카운셀러코드,영업 >> 방판 영업 >> 카운셀러,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SELL_SUPPLY_AMT,매출공급가액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SELL_QTY,매출수량,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SELL_AMT,구매금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,DEL_YN,삭제여부,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SELL_ADD_TAX,매출부가세액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,PROD_CODE,상품코드,02-기준정보 >> 상품,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,UNIT_PRICE,단위가격,02-기준정보 >> 상품,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SELL_MILEAGE,판매마일리지,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,AGENCY_CODE,대리점코드,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,CREATE_DATE,생성일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,UPDATE_BY,갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,CREATE_BY,생성자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,DATA_SOURCE,데이터출처,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,DELETE_DATE,삭제일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SALORGCD,판매조직코드,영업 >> 영업조직,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SYS_INS_USER,시스템입력자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,DELETE_BY,삭제자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SYS_INS_DATE,시스템입력일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,UPDATE_DATE,갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SYS_UPD_DATE,시스템갱신일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,SYS_UPD_USER,시스템갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,OLD_SELL_NO,원판매전표번호,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBC0] 고객 판매전표,CONTRACT_NO,계약전표번호,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,DEL_YN,삭제여부,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,RECEIPT_DATE,수금년월일,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,AGENCY_CODE,대리점코드,영업 >> 방판 영업 >> 대리점,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,CONSULT_CODE,카운셀러코드,영업 >> 방판 영업 >> 카운셀러,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,SEQ,순서번호,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,RECEIPT_MILEAGE,수금마일리지,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,CUST_CODE,고객코드,영업 >> 방판 영업 >> 고객,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,DATA_SOURCE,데이터출처,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,CREATE_BY,생성자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,AGENCY_CASH_AMT,대리점현금수금금액,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,UPDATE_BY,갱신자ID,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,CUST_RECEIPT_TYPE,고객수금유형,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,RETROACT_YN,소급적용여부,영업 >> 방판 영업 >> 2. 판매/수금,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,CREATE_DATE,생성일시,01-시스템,Y
§ 영업＞방판 카탈로그,[TNBD0] 고객 수금전표,CARD_YN,카드사용여부,영업 >> 방판 영업 >> 2. 판매/수금,Y
